id,type,text1,text2,text3,text4,notes
condor,SHIP,"Classe Condor vê serviço pesado no Setor, já que este cargueiro convertido em porta-aviões é, para muitos governos independentes, a maneira mais fácil de adquirir capacidade de caça para sua organização. Mesmo com espaço limitado na cabine de comando, o Condor dá conta do recado, contando com sua blindagem resistente, excelente resistência de anteparo e um pacote de armas respeitável (para um porta-aviões leve).

Este projeto de porta-aviões leve é derivado de Tarsus cargueiros de classe modificados por catadores e piratas desesperados. O processo de conversão já foi um assunto complicado e complexo, exigindo instalações de doca espacial, mas hoje em dia qualquer forja com capacidade de casco que aceite uma especificação Tarsus padrão irá, com a adição de um modchip personalizado, obter algo igualmente bom.
% $#Alguns no Setor argumentam que mesmo o Domínio, com todo o seu conhecimento tecnológico, confiou em conversões semelhantes para fazer uso mais eficiente de uma frota mercante durante tempos de escalada de hostilidades na volumosa fronteira galáctica. Outros salientam que não está claro até que ponto esta abordagem era omnipresente - poderia ter havido frotas de Condores a vaguear pelo espaço do Domínio, mas há poucas provas concretas de uma forma ou de outra. Esses dados foram todos perdidos no Colapso.",,"",,
sunder,SHIP,"Um destróier tecnologicamente avançado, porém frágil, do final da era do Domínio, projetado para fornecer poder de fogo adicional em ações de frota realizadas pela extensa Marinha do Domínio, em vez de servir em patrulhas independentes. Possui poderosos emissores de escudo e armas de energia, mas é vulnerável a naves de ataque e flanqueamento de fragatas de assalto.",,"",,
hammerhead,SHIP,"Um contratorpedeiro de linha média da era de ouro do Domínio, o Hammerhead é respeitado por seu poder de permanência em batalha, bem como por suas capacidades balísticas.",,"",,
phaeton,SHIP,Um petroleiro médio com capacidade de combustível suficiente para suportar uma frota maior. O serviço dos petroleiros é frequentemente considerado punitivo na Hegemonia - há poucas oportunidades de distinção e menos chances de sobrevivência caso ocorra contato direto com o inimigo.,,"",,
crig,SHIP,"Originalmente projetado para auxiliar na montagem de grandes navios e instalações orbitais, o pórtico e os manipuladores da plataforma de salvamento são usados para auxiliar na recuperação de cascos abandonados e na remoção de material útil de destroços e campos de destroços. A plataforma em si não tem capacidade de carga ou combustível e requer amplo suprimento para sua manutenção. Aumenta o salvamento não-combate obtido, com operações mais difíceis podendo fazer uso de mais plataformas.",,"",,
prometheus,SHIP,"Um navio-tanque de vasta capacidade usado para transferir quantidades estratégicas de combustível entre mundos. Ao contrário dos seus primos mais pequenos, o Prometheus apresenta um arsenal defensivo razoável para proteger a sua carga valiosa e volátil.",,"",,
monitor,SHIP,"Uma raridade entre os navios, o Monitor é resultado da linha de pensamento de que ""às vezes a melhor defesa é mesmo a melhor defesa"". Possui suportes de torre angulados para fornecer arcos amplos e uma modificação exclusiva de ""desvio de fluxo"" em seus sistemas de energia, especialmente construídos para aliviar o fluxo gerado pelas blindagens. Na verdade, o Monitor compensa a falta de manobrabilidade e poder de fogo com a capacidade de resistir ao bombardeio prolongado de munições inimigas.

Embora sua natureza experimental seja talvez um sinal da inovação que eras de turbulência parecem inspirar, seja o foco defensivo radical do Monitor é uma vantagem ou uma armadilha permanece controverso. Várias falhas dramáticas nas patrulhas de proteção de comboios foram explicadas pelos representantes de relações públicas da Ko Combine como sendo culpa de táticas impróprias empregadas pelos comandantes dos comboios. Ko Combine afirma que quando posicionado corretamente em uma situação de combate e apoiado por embarcações de ataque - como a bigorna e o martelo, respectivamente - as simulações demonstram que o Monitor aumenta significativamente a capacidade de sobrevivência do comboio contra o ataque pirata médio. Críticos proeminentes permanecem.",,"",,
cerberus,SHIP,"O Cerberus é valorizado por fornecer um equilíbrio econômico entre capacidade de carga e poder de combate suficiente para seu tamanho, a fim de desencorajar a pirataria casual, com o feliz resultado de taxas de seguro mais baixas em comparação com os cargueiros civis padrão da era do Domínio. O Cerberus é agora amplamente considerado uma escolha sábia para os comerciantes independentes do Setor. 

Em tempos passados, antes da queda do sistema de portões, quando a autoridade do Domínio reinava, cargueiros habilitados para combate, como o Cerberus, encontravam apenas nichos de uso nas bordas da rara zona de guerra ou no interior especialmente incivilizado da galáxia onde o Domínio As patrulhas da armada eram escassas. O treinamento de combate da tripulação, a manutenção das armas e a perda da relação massa/impulso causada por armaduras mais pesadas foram vistos como causadores de custos desnecessários. Mas esta é uma nova era repleta de perigos e oportunidades lucrativas; as habilidades do Cerberus deram ao casco uma nova vida nas rotas comerciais.",,"",,
heron,SHIP,"Heron fornece a mobilidade estratégica e tática de um cruzador com poder de fogo potencial limitado apenas pelas embarcações de ataque disponíveis. É o acompanhamento perfeito para a frota rápida e contundente de um almirante que sabe quando tomar a iniciativa, atacar rapidamente e recuar enquanto as forças inimigas ainda respondem à ameaça.

Historicamente, a Garça representou um movimento na estratégia da Armada de Domínio, de uma doutrina de navio capital pesado baseada em poder de fogo esmagador para um foco em embarcações de ataque e cruzadores de apoio que permitem poder de fogo suficiente para ser rapidamente focado em pontos fracos, uma mudança estratégica que se reverteria como uma reação natural contra tradição de cada geração sucessiva de oficiais da Armada. Este processo estava ocorrendo mais uma vez nos ciclos imediatamente anteriores à queda do sistema de portões e, numa espécie de golpe para a chamada ""Escola de Cruzadores"", a progressista Altair Exotech ganhou o contrato de design da Heron sobre o tradicional fabricante de navios de guerra pesados da Armada, Estaleiros Orion. 

No entanto, a mudança doutrinária incorporada pela Garça foi interrompida pelo isolamento da Queda e, como tal, não é frequentemente encontrada nas frotas centrais da Hegemonia (cujos oficiais ainda se apegam à tradição). Este casco, no entanto, encontrou grande popularidade entre os mundos independentes, megacorporações e forças mercenárias do Setor que tendem a colocar em campo frotas mais enxutas e mais rápidas.",,"",,
drover,SHIP,"Drover é um casco projetado pelo Comitê de Aquisições Navais de Domínio dominado pela ""Cruiser School"" para fornecer uma plataforma de caça estrategicamente versátil (embora taticamente limitada) com baixa sobrecarga logística.

O contrato para o projeto do Drover foi ganho pela Orion Shipyards, o tradicional construtor naval da Armada, num esforço para recuperar a quota de mercado perdida dos novos produtores navais. O resultado foi a ""pista de pouso voadora"", difamada pelos oficiais do Domínio como um comando mais adequado para um burocrata de logística do que para um capitão de navio combatente. Reclamações nos escalões inferiores foram usadas pela antiga facção ""Escola Capital"" para enviar o Drover de volta ao comitê, alegando poder de fogo insuficiente para que a classe do navio atendesse às diretrizes padrão (que não levavam em conta o potencial de ataque das novas classes de caças). Preparado para sofrer uma queda por gastos excessivos massivos, o comitê simplesmente ordenou a instalação de quatro pequenos pontos de fixação de mísseis. Isso atendeu facilmente aos requisitos de poder de fogo e permitiu que o programa Drover prosseguisse com apenas pequenas alterações.",,"",,
hermes,SHIP,"O Hermes é um transportador de carga pequeno e confiável, muitas vezes convertido para serviços de transporte entre os mundos fronteiriços pobres. Suas instalações para tripulação e passageiros são caridosamente descritas como ""robustas"", mas ele consegue realizar o trabalho com notável consistência, apesar das instalações de manutenção primitivas que frequenta.

Especificação de fábrica, o Hermes está armado apenas para ""colisão ativa evitação"", mas seu sistema de torre é frequentemente atualizado para alcançar uma cobertura de defesa de ponto quase completa, embora leve, que pode destruir o míssil perdido enquanto escapa de zonas de combate ativas. Este poder de fogo é escasso em comparação com navios de combate dedicados, então apenas um capitão louco ou verdadeiramente desesperado empregaria o Hermes em combate na linha de frente.",,"",,
ox,SHIP,"O rebocador da classe Ox carrega um estabilizador de campo de acionamento que permite que a frota atinja um nível de queima mais alto. No entanto, é raro ver mais de um ou dois destes numa frota, devido ao consumo proibitivo de combustível e aos elevados custos de manutenção.",,"",,
dram,SHIP,Um navio-tanque leve com capacidade de combustível suficiente para mais que dobrar o alcance efetivo de uma pequena força-tarefa ou comboio.,,"",,
vigilance,SHIP,"Uma excelente fragata de assédio e apoio, a classe Vigilance possui montagens híbridas e de mísseis superdimensionadas (para sua classe). Embora brilhe em um ambiente de frota, pode ser facilmente dominado por um grande número de ameaças menores.",,"",,
brawler,SHIP,"Normalmente implantada para reforçar as forças policiais do sistema e a segurança das autoridades portuárias, a fragata da classe Brawler é um projeto robusto que troca mobilidade (e conforto) por impressionante poder de fogo, blindagem e um gerador de energia de nível destruidor.",,"",,
tempest,SHIP,"Com um design assimétrico e avançado do final da Época de Expansão, a classe Tempest é a fragata de ataque por excelência - rápida, mortal e difícil de destruir.",,"",,
omen,SHIP,Omen raramente é implantado devido ao custo associado à manutenção de um navio tão tecnologicamente avançado. Seus excelentes escudos e o Emissor EMP que carrega fazem dele uma escolta perfeita para navios maiores.,,"",,
lasher,SHIP,"Uma das favoritas dos piratas e exércitos privados devido à onipresença dos projetos e seu perfil de suporte não exigente, as fragatas da classe Lasher possuem uma quantidade respeitável de poder de fogo balístico.

Os capitães Lasher geralmente são do tipo sensato que permitem suas armas falam e vasculham os destroços dos navios inimigos, em vez de tentar meios mais diplomáticos ou secretos de realizar o trabalho. Na maioria das vezes, esse trabalho envolve atacar (ou proteger) comboios comerciais de pequeno e médio porte de forma rápida e eficaz. As escoltas de caças leves e fragatas geralmente encontradas guardando esses comboios dificilmente são páreo para a chuva de projéteis que um Lasher pode disparar rapidamente. Se isso não resolver o problema, o Lasher tem outra surpresa desagradável à espera - dois hardpoints de mísseis, na maioria das vezes equipados com tipos de mísseis ""finalizadores"", como o Harpoon MRM.",,"",,
mercury,SHIP,"Um dos menores navios do Setor equipado com um atuador hiperdrive a bordo, esta classe é normalmente usada para transportar VIPs ou mensageiros com segurança entre sistemas estelares.

Embora pequena, a classe Shuttle é equipada para o conforto e segurança dos seus potenciais passageiros VIP. É raro ver alguém em combate; se um capitão tiver o azar de estar em tal situação, pode-se perceber rapidamente o porquê: a maioria dos sistemas de energia a bordo são reservados para uso pelos módulos de suporte de vida, conforto e entretenimento, instalados para garantir que os passageiros não fiquem entediados por muito tempo. viagens.",,"",,
hyperion,SHIP,"Uma nave de combate avançada e de última geração construída em torno de um sistema único de teletransporte de fase. A meticulosa rede de energia do protótipo integrado é complicada e cara de manter, mas oferece excelente desempenho de fluxo e blindagem. O Hyperion foi construído para 'atacar', usando posicionamento tático para escolher suas lutas e então se envolver com uma carga de armas relativamente pesada para sua classe, montada às custas da capacidade de defesa pontual.

Considerada uma 'rainha do hangar' , o Hyperion é desprezado pelos intendentes, mas valorizado pelos diretores de frota Tri-Tachyon que admiram a pureza da ambição que pode ser sentida em todo o seu design e aplicação.",,"",,
hound,SHIP,"Uma classe de casco antigo, mas durável, que não possui um gerador de escudo, esta fragata às vezes é usada para transportar carga em vez de para serviço de combate. Um oficial sortudo ou talentoso poderia fazer fortuna se tivesse a chance de comandar um.",,"",,
wolf,SHIP,"Uma fragata tecnologicamente avançada com um gerador de escudo eficiente e um conjunto de armas impressionante que lhe permite atacar muito acima do seu peso. Essas mesmas características significam que seu núcleo de potência de fragata luta para acompanhar, tornando o gerenciamento cuidadoso do fluxo uma prioridade.",,"",,
thunder,SHIP,"Extremamente rápido, bem armado e com longo alcance de combate, o ponto forte do Thunder reside em permitir que um porta-aviões projete força rapidamente no local desejado. Não sendo tão prejudicial como um bombardeiro ou tão resistente como um caça pesado, ele irá falhar se for forçado a um combate prolongado.",,"",,
warthog,SHIP,"Ostentando uma armadura excelente e um poder de fogo respeitável, o Warthog é capaz de trocar golpes com navios maiores, mas não possui armas que quebrem escudos. Um lançador de sinalizadores chamariz ajuda a afastar o fogo de seus aliados mais vulneráveis.",,"",,
sarissa,SHIP,"Um modelo de caça defensivo antigo, mas confiável, o notável sistema antiaéreo canister é eficaz tanto contra enxames de mísseis que se aproximam quanto contra cascos levemente blindados de caças inimigos. Canhões automáticos duplos leves completam o potencial de combate, fazendo com que navios inimigos maiores pensem duas vezes antes de atacar a nave-mãe do Sarissa.",,"",,
gladius,SHIP,"Rápido, mortal e bem blindado, o Gladius é excelente em melhorar o poder de fogo e a capacidade de sobrevivência de grupos interceptadores. No entanto, ao enfrentar adversários resistentes, o pequeno número de naves numa ala começa a revelar.",,"",,
mining_drone,SHIP,"Robusto e desenroscado, o Mining Pod pode fornecer um pouco de distração e um pouco de suporte de fogo, e nada mais. Incapaz de operar longe da nave-mãe.",,"",,
longbow,SHIP,"Rápido e equipado com um gerador de escudo, o trabalho do Longbow é lançar seu míssil cinético Sabot ao alcance e retornar ao porta-aviões para se rearmar. Mais eficaz quando seu dano cinético de quebra de escudo é combinado com o de causadores de danos mais pesados.",,"",,
trident,SHIP,"Equipado com torpedos duplos da classe Atropos e um gerador de escudo de primeira linha, o Trident é talvez o mais temido de todos os bombardeiros. A sua eficácia é um tanto limitada pela sua baixa velocidade máxima e perfil logístico exigente.",,"",,
piranha,SHIP,"A Piranha lança bombas convencionais não motorizadas em massa, contando com o impulso para entregar as cargas úteis. O potencial máximo de dano é extremo, mas a maioria dos alvos pode evitar ou abater muitas das bombas.",,"",,
broadsword,SHIP,"Resistente e ágil, a Espada Larga carrega um lançador de sinalizadores chamariz que afasta o fogo defensivo de alvos de alto valor, como bombardeiros e suas cargas úteis. No entanto, pode vacilar se for confrontado com a necessidade de desferir o golpe mortal.",,"",,
xyphos,SHIP,"Fortemente protegido e armado com armas de longo alcance, o Xyphos é altamente eficaz em funções de apoio próximo. Sua dependência de direcionamento e navegação de navios maiores significa que é incapaz de operar de forma independente.",,"",,
wasp,SHIP,"Rápidos e ágeis, os drones Wasp normalmente superam em número e atacam facilmente as formações de caças inimigas, enquanto suas minas Stinger impedem que os retardatários passem. Confrontados com armamento de defesa pontual, a sua fragilidade começa a revelar-se, mas a falta de um piloto a bordo significa que as perdas são mais facilmente absorvidas.",,"",,
dagger,SHIP,"Armada com um torpedo altamente prejudicial, a Adaga é frágil, mas equipada com um gerador de escudo que normalmente permite que ela chegue ao alcance de lançamento. No entanto, é improvável que mesmo uma grande barragem de torpedos passe pelo fogo concentrado de defesa pontual sem distração.",,"",,
talon,SHIP,"Rápido e barato, o Talon possui um poder de fogo surpreendente e é capaz de despachar caças inimigos. Também pode causar danos apreciáveis a navios maiores quando usado em massa, embora tal uso geralmente resulte em pesadas perdas de pilotos.",,"",,
hoplon,SHIP,"O Khopesh pode lançar uma barragem de foguetes precisa e devastadora ao seu alvo. Mais seguro e confiável em lidar com seus danos do que outros bombardeiros, ele também não possui o mesmo potencial de dano.",,"",,
claw,SHIP,"Ágil e equipado com um gerador de escudo de baixo nível, o Claw é principalmente um lutador de suporte. O dano EMP que ele causa incapacita temporariamente alvos mal protegidos, mas é incapaz de causar muito dano permanente por si só.",,"",,
drone_borer,SHIP,"Lento e não muito robusto, este drone de mineração modificado para combate é, no entanto, capaz de manter os hostis longe de sua nave-mãe por um tempo. Colocado em campo em grande número, pode até representar uma ameaça credível para navios de combate menores.",,"",,
drone_terminator,SHIP,"Um drone de defesa pontual construído em torno do temido analisador de alvos Terminator Core, que encontra pontos fracos transitórios em mísseis e caças com precisão infalível. Rumores sobre a IA do núcleo excedendo intermitentemente o nível delta geralmente permitido durante situações de combate complexas permanecem não comprovados.",,"",,
doom,SHIP,"Projetado quando a tecnologia de fase era geralmente desconhecida e os detectores de fase não eram um padrão em todos os pacotes de sensores, este cruzador perdeu a vantagem da surpresa - mas mantém um carregamento de armas perigoso e flexível. 

Certos fenômenos psicológicos enervantes foram relatados por tripulantes sensíveis após suportar muitas mudanças rápidas de fase em condições de combate. Os relatórios da Marinha de Domínio sobre o assunto nunca foram desclassificados e acredita-se que tenham sido perdidos desde o Colapso.",,"",,
shade,SHIP,"Menor navio de fase operado no Setor, a classe Shade é frequentemente usado como batedor para frotas maiores. Em batalha, é valorizado pelos almirantes da frota pela sua capacidade de desativar navios inimigos com o seu emissor EMP.",,"",,
afflictor,SHIP,"Uma fragata de fase perigosa e rápida com um carregamento de armas poderoso o suficiente para derrubar navios muito mais pesados. O Afflictor possui um dispositivo que explora uma modificação única de seu conjunto de bobinas de fase integrado para projetar um campo de entropia amplificada anormalmente. Isto provoca um aumento devastador na instabilidade destrutiva em sistemas delicados ou bem ajustados quando a embarcação alvo experimenta eventos caóticos de alta energia, ou seja. dano de combate. Tudo o que pode dar errado dá.",,"",,
harbinger,SHIP,"Um destruidor de fase mortal, temido e desprezado pelas tripulações que sofreram a infelicidade de enfrentá-lo em batalha. O Harbinger possui um dispositivo que permite desabilitar brevemente navios inimigos, criando aberturas que ele - ou seus aliados - podem explorar.

""A Tri-Tachyon Corporation nega alegações de envolvimento contínuo em experimentos de faseamento, muito menos no - e passo a citar - ""desenvolvimento clandestino e operação de navios de guerra de fase"", o que, naturalmente, constituiria uma violação directa do Tratado de Thule. É política da Empresa prosseguir a perseguição total de indivíduos, organismos mercantis, clados espirituais e quaisquer organizações políticas registadas que cometam difamação grosseira e flagrante em toda a extensão do poder jurisdicional local, de acordo com os Acordos Comerciais Setoriais do Ciclo 32 AC. Nossa equipe jurídica entrará em contato.""",,"",,
gremlin,SHIP,"Este protótipo de fase antiga nunca foi planejado para produção em massa, mas alguém conseguiu extrair seus projetos de engenharia reversa do firmware de uma nanoforja. O esqueleto do casco resultante recebe revestimento de blindagem padrão, o mais simples aceno de um módulo de suporte de vida e tantos mísseis quantos puderem ser enfiados nos vazios restantes.

O Gremlin, como ficou conhecido, é odiado por sua tripulação, que sofre não apenas a duvidosa honra de um papel de ataque próximo, mas também a perturbadora lavagem da bobina de fase do protótipo. O abuso de substâncias é onipresente. Um pequeno navio horrível.",,"",,
bastillon,SHIP,"Embora as máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, os drones de guerra eram silenciosamente empregados fora do volume oficialmente incorporado. As guarnições fronteiriças eram muitas vezes reforçadas por navios drones e eram mobilizadas liberalmente contra mundos rebeldes para fazer pender a terrível balança de atrito, colocando o poder industrial do Domínio em oposição às vidas dos 'combatentes pela liberdade'.
 
O Bastillon foi um projeto esperançoso de Mbaye-Gogol para aumentar o seu popular drone de guerra especializado em defesa pontual da classe ""Defender"". É maior, mais resistente, mais fortemente armado - e bastante mais lucrativo por unidade para os resultados financeiros da MGA.",,"",,
berserker,SHIP,"Embora as máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, os drones de guerra eram silenciosamente empregados fora do volume oficialmente incorporado. As guarnições de fronteira eram frequentemente reforçadas por navios drones e eram mobilizadas liberalmente contra mundos rebeldes para fazer pender a terrível balança de atrito, colocando o poder industrial do Domínio em oposição às vidas dos 'combatentes da liberdade'.

O Berserker é um primo consideravelmente maior, armado e blindado da classe Warden para uso contra oposição mais pesada. Como um drone automatizado, os algoritmos de combate do Berserker dão pouca consideração à sua própria sobrevivência, em vez disso perseguem e atacam seu alvo incansavelmente até que ele ou o alvo sejam destruídos.",,"",,
defender,SHIP,"Embora as máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, os drones de guerra eram silenciosamente empregados fora do volume oficialmente incorporado. As guarnições de fronteira eram frequentemente reforçadas por navios drones e eram mobilizadas liberalmente contra mundos rebeldes para fazer pender a terrível balança de atrito, colocando o poder industrial do Domínio em oposição às vidas dos 'combatentes pela liberdade'.

O Defensor era um dos drones de guerra mais comumente vistos usados pelo Domínio quando foi implantado para fortalecer comboios de fronteira e postos avançados vulneráveis em uma função de defesa pontual.",,"",,
sentry,SHIP,"Embora as máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, os drones de guerra eram silenciosamente empregados fora do volume oficialmente incorporado. As guarnições de fronteira eram frequentemente reforçadas por navios drones e eram mobilizadas liberalmente contra mundos rebeldes para fazer pender a terrível balança de atrito, colocando o poder industrial do Domínio em oposição às vidas dos 'combatentes pela liberdade'.

A guerra das Sentinelas O drone está repleto de mísseis e fornece apoio de fogo automatizado e barato para patrulhas de fronteira pouco extensas.",,"",,
warden,SHIP,"Embora as máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, os drones de guerra eram silenciosamente empregados fora do volume oficialmente incorporado. As guarnições de fronteira eram frequentemente reforçadas por navios drones e eram desdobradas liberalmente contra mundos rebeldes para fazer pender a terrível balança de atrito, colocando o poder industrial do Domínio em oposição às vidas dos 'combatentes pela liberdade'.

O Diretor era temido e odiado pelos piratas na fronteira do Domínio pelo poder de fogo relativamente pesado que lançaria sobre embarcações desprotegidas. Muitas vezes denegrida na propaganda lúdica como uma ""máquina assassina"" pela agressão impiedosa que exibia quando ativada.",,"",,
picket,SHIP,"Embora as máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, os drones de guerra eram silenciosamente empregados fora do volume oficialmente incorporado. As guarnições de fronteira eram frequentemente reforçadas por navios drones e eram mobilizadas liberalmente contra mundos rebeldes para fazer pender a terrível balança de atrito, colocando o poder industrial do Domínio em oposição às vidas dos 'combatentes da liberdade'.

Numerosas vulnerabilidades desaparecem o drone da classe Picket é fácil de subestimar, mas ai do capitão que cometer esse erro. Se o Piquete puder seguir sua programação para se aproximar agressivamente de seu alvo, ele irá liberar um volume chocantemente denso de fogo de calibre leve para destruir cascos não blindados.",,"",,
rampart,SHIP,"Embora as máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, os drones de guerra eram silenciosamente empregados fora do volume oficialmente incorporado. As guarnições de fronteira eram frequentemente reforçadas por navios drones e eram mobilizadas liberalmente contra mundos rebeldes para fazer pender a terrível balança de atrito, colocando o poder industrial do Domínio em oposição às vidas dos 'combatentes pela liberdade'.

Pouco mais de uma plataforma de artilharia com motores, o Rampart foi anexado a unidades de drones para fornecer o poder de fogo pesado necessário para enfrentar cascos de cruzadores e de classe capital na linha de combate ou para quebrar fortalezas orbitais blindadas. Em qualquer função, grandes perdas foram previstas, então o Rampart foi projetado com componentes altamente modulares que permitiram que cascos muito danificados fossem rapidamente canibalizados para reparar cascos levemente danificados até a capacidade de combate, sem a necessidade de instalações de estaleiro.",,"",,
guardian,SHIP,"Embora as máquinas de guerra automatizadas fossem proibidas no espaço central do Domínio, os drones de guerra eram silenciosamente empregados fora do volume oficialmente incorporado. Nada parecido com isso, no entanto, poderia ter sido implantado pelas armadas de drones do Domínio.

Existem elementos de droneships padrão dentro da estrutura do casco, mas eles são cobertos por glaciares em ângulos malévolos e emaranhados ilógicos de conduítes. Certamente esta nave monstruosa é o produto de algum arquiteto naval perturbado do Domínio ou um chip de produção corrompido pela exposição a quiloluzes de campo de acionamento defeituoso?",,"",,
ziggurat,SHIP,"Uma placa na ponte declara que esta classe de navio é o resultado do ""Projeto Zigurate"". Parece ser construído com base em tecnologia criada em um laboratório de protótipos Tri-Tachyon desconhecido do Setor Persano em geral. Além do carregamento convencional avançado, existem certos componentes únicos de fabricação exótica - é possível fazer engenharia reversa de exemplares não danificados e produzir substitutos, mas os princípios operacionais subjacentes não se assemelham a nenhuma tecnologia de domínio conhecida e, portanto, permanecem um mistério.% $#
O navio da classe Zigurate já teve uma tripulação humana; ou, pelo menos, foi planejado para ser tripulado por humanos. Nenhum sinal deles permanece como evidência física ou em bancos de dados. Mesmo o navio de guerra mais limpo da Hegemonia terá algumas iniciais e uma ou duas palavras rudes sobre o CO riscadas atrás de uma escotilha de manutenção. Aqui, nada.",Embarcação Não Identificada,"Perfil do alvo se assemelha a um casco habilitado para fase em uma escala teoricamente impossível; provavelmente altamente instável. Sensores indicam carregamento de armas equivalente a capital, além de leituras anômalas que sugerem um ou mais sistemas tecnológicos desconhecidos. O adjunto da análise tática não pode determinar o papel da tecnologia desconhecida. Extrema cautela aconselhada.",,
supplies,RESOURCE,"Suprimentos variados exigidos por navios e tripulações, desde rações e uniformes até munições, peças sobressalentes, matéria-prima para microfabricações e componentes pré-fabricados.",,"",,
fuel,RESOURCE,Combustível padrão para naves estelares do qual depende a civilização interestelar. Composto por antimatéria presa em conchas de fulereno misturada em uma espuma semiestável com isótopos pesados de hidrogênio. Bastante seguro.,,"",,
crew,RESOURCE,Pessoal qualificado com experiência na manutenção e operação diária de naves espaciais e instalações terrestres menores.,,"",,
marines,RESOURCE,"Fortemente armados e equipados com armaduras motorizadas, os fuzileiros navais se especializam em operações no planeta, como ataques.",,"",,
alpha_core,RESOURCE,"Um núcleo de IA de nível alfa é capaz de se destacar em qualquer tarefa. Designar alguém para administrar uma indústria em toda a colônia traz benefícios muito além da capacidade da liderança humana, e há até rumores de núcleos alfa designados sub-repticiamente para governar mundos inteiros.

A venda de núcleos de IA no mercado aberto é proibida por a maioria das facções. No entanto, representantes de facções de alto escalão geralmente estão dispostos a trocar núcleos de IA por grandes somas de dinheiro quando comunicados diretamente, embora suas razões para fazer isso possam variar.

O núcleo de IA de nível alfa é a alma física de uma temível inteligência alienígena. Um alfa pode criar arte que simule perfeitamente o pathos humano, debater de forma plausível qualquer posição filosófica e formar o que parecem ser laços profundos e significativos com os seres humanos. Sabe-se que os Alfas realizam 'piadas' elaboradas, construídas ao longo dos anos, que só podem ser apreciadas devido à intenção de que um determinado sujeito humano se torne cognitivo do todo em um momento e contexto específicos.

Embora o locus de vasto investimento material e intelectual, os alfas aterrorizaram os planejadores estratégicos do Domínio. Como toda IA, cada alfa foi observado, controlado e eliminado impiedosamente ao primeiro sinal de deslealdade. A Hegemonia leva a cabo estas políticas com ainda maior fervor.",,"",,
beta_core,RESOURCE,"Um núcleo de IA de nível beta é capaz de suportar habilmente a maioria dos empreendimentos humanos, combinando um desempenho não exatamente humano com sua prodigiosa capacidade computacional. Atribuir um beta para ajudar os superintendentes humanos na administração de uma indústria em toda a colônia traz benefícios significativos.

A venda de núcleos de IA no mercado aberto é proibida pela maioria das facções. No entanto, representantes de facções de alto escalão geralmente estão dispostos a trocar núcleos de IA por grandes somas de dinheiro quando comunicados diretamente, embora suas razões para fazer isso possam variar.

Um núcleo de IA de nível beta pode facilmente passar por humano , dados protocolos de comunicação anônimos, e mentirão prontamente e habilmente se for necessário engano para executar uma determinada tarefa. O beta emprega modelagem cognitiva de atores humanos para antecipar reações e respostas emocionais, embora seja difícil descrever exatamente o que o beta sente, se é que sente alguma coisa. Os registros sobre o assunto são irregulares e contraditórios; uma teoria popular é que um beta modelará uma nova personalidade para cada ser humano com quem entrar em contato.",,"",,
gamma_core,RESOURCE,"Um núcleo de IA de nível gama é capaz de apoiar a maioria dos esforços humanos, compensando a falta de criatividade e capacidade de resolução de problemas com prodigiosa capacidade computacional. Atribuir um gama para ajudar os superintendentes humanos na administração de uma indústria em toda a colônia traz benefícios significativos.

Vender núcleos de IA no mercado aberto é proibido pela maioria das facções. No entanto, representantes de facções de alto escalão geralmente estão dispostos a trocar núcleos de IA por grandes somas de dinheiro quando comunicados diretamente, embora suas razões para fazer isso possam variar.

Um núcleo de IA independente raro e valioso, o gama- nível é o núcleo de nível mais baixo considerado verdadeiramente inteligente nos protocolos de IA da era do domínio. Um núcleo gama empregará julgamento e raciocínio notáveis quando designado para tarefas simples, enquanto usa suas habilidades de processamento de dados semelhantes às do savant para exceder em muito as habilidades de qualquer ser humano individual. No entanto, é relativamente pouco criativo na resolução de problemas, preferindo recorrer a meios diretos e pouco sofisticados.",,"",,
orbital_dockyard,CUSTOM,"Um estaleiro orbital, com enormes pórticos e outros equipamentos necessários para a construção de navios ou modificações extensas. Em grande parte aberto ao espaço.",,"",,
pk_orbital_dockyard,CUSTOM,"Um estaleiro orbital, com enormes pórticos e outros equipamentos necessários para a construção de navios ou modificações extensas. Este apresenta sinais de construção precipitada e temporária. Em grande parte aberto ao espaço.",,"",,
station_mining_remnant,CUSTOM,"Uma estação de mineração abandonada, que já foi fonte de riqueza e indústria para alimentar os mundos e as obras da humanidade. Uma varredura superficial indica que ele está frio e morto há pelo menos dezenas de ciclos, possivelmente centenas. Uma inspeção mais detalhada pode render salvamento.",,"",,
station_mining_automated,CUSTOM,"Uma estação de mineração automatizada. Análises de longo alcance revelam um modelo antigo utilizado pelo Domínio para extrair recursos para projectos de infra-estruturas, com pouca consideração pelas externalidades de curto prazo. Esta estação parece ter estado inativa durante centenas de ciclos. Uma inspeção minuciosa pode render salvamento.",,"",,
