RecordID,id,type,text1,text2,text3,text4,notes
278,drone_pd,SHIP_SYSTEM,implanta um grande numero de drones defensivos armados com laser. os drones podem ser ordenados a vigiar de perto o navio ou vagar livremente ao redor dele.,drones (alta tecnologia),implanta um grande numero de drones defensivos armados com laser.,"",
231,water,PLANET,uma atmosfera primitiva cobre um oceano mundial com centenas de quilometros de profundidade. suas aguas estao repletas de vida primitiva e vastas esteiras analogas a algas podem ser vistas por instrumentos do espaco. um nucleo de agua gelada sobre um manto rochoso e criado pela terrivel pressao do mar.,"","","",
262,burndrive,SHIP_SYSTEM,"aciona temporariamente uma queima primaria no sistema de transmissao da nave. fornece um grande aumento de velocidade por um tempo fixo, as custas da capacidade de usar escudos. o navio corre o risco de apagar totalmente o motor em qualquer colisao significativa.",movimento,fornece um enorme aumento de velocidade ao custo de ser incapaz de virar ou usar escudos. colisoes podem causar extincao enquanto o sistema estiver ativo.,"",
568,gorgonpod,WEAPON,"o gorgon foi projetado como um sistema de entrega leve para um ataque de energia disparado a partir de vetores de ataque inesperados, calculados para iniciar alem do alcance da cobertura pd mais pesada prevista. um dem solido com poder de ataque de explosao confiavel. este autoloader baseado em pod permite que mais misseis sejam lancados no alvo durante um encontro de combate, mas requer um ponto de montagem maior.","","","",
241,black_hole,PLANET,"resultado do colapso apocaliptico de uma estrela massiva. nenhum objeto pode escapar do buraco negro, nem a propria luz. no entanto, o buraco negro emite radiacao hawking detectavel devido a efeitos quanticos mal compreendidos. nenhuma informacao pode ser detectada alem do horizonte de eventos com qualquer dispositivo conhecido no setor. a intensa gravidade do buraco negro rasga e rasga objetos proximos em um disco de acrecao que inevitavelmente espirala no abismo gravitacional. extremamente perigoso.","","","",
125,sarissa,SHIP,"um modelo de caca defensivo antigo, mas confiavel, o notavel sistema antiaereo canister e eficaz tanto contra enxames de misseis que se aproximam quanto contra cascos levemente blindados de cacas inimigos. canhoes automaticos duplos leves completam o potencial de combate, fazendo com que navios inimigos maiores pensem duas vezes antes de atacar a nave-mae do sarissa.","","","",
493,colossus3,SHIP,"colossus foi adaptado para a guerra pela primeira vez por militantes pather, mas piratas empreendedores logo seguiram seu exemplo. um processo igualmente aleatorio faz com que a maioria dos conveses de carga desmoronem e sejam soldados novamente para formar uma armadura espessa pontilhada com inumeras posicoes de armas. o compartimento de carga primario foi deixado aberto, no entanto, e convertido em um compartimento de lancamento de caca substituto com a adicao de um micro tanque de forja civil destinado a fabricacao de pecas de maquinas hackeadas para aceitar chips lpc de caca. a forja esta mal integrada ao sistema de energia basico do casco, resultando em um desempenho geral nao confiavel. o cargueiro pesado colossus formou o nucleo das frotas de abastecimento de fronteira do dominio antes de ser superado pela eficiencia economica brutal do supercargueiro atlas. o revestimento do casco mais espesso do que o estritamente necessario oferece protecao contra perigos cosmicos, tanto naturais quanto humanos.","","","",
336,planet_baetis,CUSTOM,"um planeta anao do sistema externo capturado no l4 de tartessus, nuvens de volateis evaporam da superficie danificada deste mundo. a infra-estrutura desgastada deixada pela colonizacao inicial do sistema foi reassentada por uma populacao activa de descrentes e dissidentes fora do sistema exilados de tartessus. o proprio espacoporto opera sob uma administracao militar patrocinada pelos cavaleiros de ludd, que coletam dizimos de atividades comerciais.","","ad-holos brotam ao redor das baias de desembarque proclamando a maldade alegre e de mau gosto disponivel para os viajantes que desejam descomprimir, pois mesmo aqui a estrutura moral da igreja governa, embora proveitosamente invertida. ate mesmo o beneficio fiel, para aqueles que visitam aqui a negocios ou para fazer proselitismo, pode fazer uma grande demonstracao de negacao das panelas de carne de baetis.","",
164,station_mining_automated,CUSTOM,"uma estacao de mineracao automatizada. as analises de longo alcance revelam um modelo antigo utilizado pelo dominio para extrair recursos para projectos de infra-estruturas, com pouca consideracao pelas externalidades de curto prazo. esta estacao parece ter estado inativa durante centenas de ciclos. uma inspecao minuciosa pode render salvamento.","","","",
145,bastillon,SHIP,"embora as maquinas de guerra automatizadas fossem proibidas no espaco central do dominio, os drones de guerra eram silenciosamente empregados fora do volume oficialmente incorporado. as guarnicoes fronteiricas eram muitas vezes reforcadas por navios drone e eram mobilizadas liberalmente contra mundos rebeldes para fazer pender a terrivel balanca de atrito, colocando o poderio industrial do dominio em oposicao as vidas dos ?combatentes pela liberdade?. o bastillon foi um projeto esperancoso de mbaye-gogol para aumentar o seu popular drone de guerra especializado em defesa pontual da classe ""defender"". e maior, mais resistente, mais fortemente armado ? e bastante mais lucrativo por unidade para os resultados financeiros da mga.","","","",
389,planet_ismara,CUSTOM,"uma bola de gelo fria em forma de mundo, ismara era o local perfeito para instalar minas e instalacoes de acionamento de massa para lancar placas de megatoneladas de pacotes de agua e nitrogenio envoltos em grafeno em direcao ao sistema interno para nutrir os mundos terrestres da estrela de penelope.","","da orbita, as cicatrizes dos rastros lineares do condutor de massa sao facilmente visiveis, embora uma varredura mais detalhada revele que tudo o que resta sao linhas de colunas de suporte deformadas que brotam do regocreto; as bobinas supercondutoras e outros equipamentos valiosos foram saqueados ha muito tempo. da mesma forma, as cupulas das centrais e fabricas de fusao foram abertas a fina atmosfera e a expansao de redes de habitats mortos tornou-se obscurecida a cada ciclo que passava pelos fluxos de metano.","",
408,hyperspace_abyssal,TERRAIN,"hiperespaco abissal, quase impenetravel aos sensores e exercendo uma enorme pressao no campo propulsor. o tema de muitas historias antigas de espacadores, e mais facilmente ridicularizado no conforto de um bar nas docas.","","","",
87,apogee,SHIP,"embarcacao da classe apogee e uma combinacao eficaz de tecnologias cientificas e militares avancadas, perfeita para exploracao de longo alcance em espacos hostis. a classe apresenta um design assimetrico com uma grande secao frontal, geralmente equipada com scanners tecnologicos de longo alcance. os capitaes do apogee estao acostumados a operar sozinhos e tendem a ser independentes e autossuficientes. a nave pode se manter em combates um-a-um atraves do uso inteligente de seu poderoso emissor de escudo e motores potentes. no entanto, sua classificacao de blindagem faz com que pareca um tanto fragil no papel e, portanto, raramente faz parte de grandes acoes de frota. os elevados custos de construcao normalmente significam que apenas consorcios de mineracao de alta tecnologia podem adquirir um navio da classe apogee totalmente equipado para uma funcao exploratoria agressiva.","","","",
441,cryopods,CUSTOM,um grupo de criopodes vagando pelo espaco. provavelmente contem tripulantes criocongelados que podem ser resgatados.,"","","",
243,star_red_supergiant,PLANET,"uma estrela supergigante numa fase final da sua curta vida estelar, esta estrela de classe m tem o maior volume de todos os tipos estelares conhecidos. esgotou o fornecimento de hidrogenio do seu nucleo, fazendo uma transicao suave para a fusao do helio, e e provavel que prossiga atraves dos elementos ate ao ferro antes de criar uma supernova. embora extraordinariamente massiva, a envolvente exterior da estrela e extremamente esparsa e tem uma temperatura relativamente baixa, proporcionando a sua tonalidade caracteristica. esta estrela esta libertando a sua materia constituinte a um ritmo rapido e formara uma nebulosa espectacular. betelgeuse e antares sao exemplos de supergigantes vermelhas conhecidas na astronomia classica pre-dominio.","","","",
506,survey_data_4,RESOURCE,"este tripad contem um banco de dados de pesquisa recente que contem informacoes sobre as qualidades economicas, industriais e estrategicas de um objeto celeste organizado de acordo com as diretrizes tradicionais do ministerio colonial do dominio. pesquisas como esta sao um elemento essencial para o sucesso de operacoes militares, esforcos de colonizacao e empreendimentos corporativos. os dados desta pesquisa descrevem um mundo com pontuacao elevada no grafico de viabilidade padrao. sera muito valioso se for vendido a pessoa certa.","","","",
74,hil,WEAPON,"uma arma de feixe de longo alcance e alto dano, geralmente montada em navios de apoio ou em navios que precisam de capacidade antiblindagem dentro do orcamento. o laser de alta intensidade e uma arma poderosa que possui uma classificacao energetica muito alem da faixa de gigawatts. para produzir tal energia por um longo periodo de tempo, o projeto depende de um nucleo de energia de fusao integrado. este nucleo ainda requer um atuador externo, funcao desempenhada pelo reator de um navio quando o disparo comeca. tres conjuntos de lentes meticulosamente calibrados guiam os fotons dentro da unidade de ignicao, levando segundos para acumular a energia necessaria para manter um feixe coerente. o meio de ganho e um gas-solido de dois estagios que e q-comutado e fornece um potente fluxo de particulas que pode destruir alvos desavisados em segundos. o alcance extremo em que os alvos podem ser rastreados e destruidos faz com que o hil se destaque no fornecimento seguro de apoio proximo a navios amigos que estao envolvidos em combate corpo a corpo. e uma arma preferida dos capitaes que podem gerenciar o custo de fluxo associado a sua operacao.","","","",
540,riftcascade,WEAPON,"""ja chega. qualquer um que fizer outra piada sobre 'magia negra' deve contribuir com dez milicreditos para o fundo do partido do laboratorio.""",memorando recuperado do complexo de laboratorio alpha site,"","",
535,riftlance,WEAPON,"?entregamos este corpo ao vacuo sagrado, do po ao po, das estrelas as estrelas, para que o criador possa nos renovar no ciclo da vida eterna.?","- oracao funebre ludica, tradicional","","",
497,planet_asher,CUSTOM,"asher e um mundo mortalmente frio e seco de penitencia e trabalho. toda a base industrial pesada de gileade foi transferida para ca durante o despertar ludico pela igreja, sempre pratico. a vida espiritual no setor persa nao pode ser conduzida sem naves estelares.","","tempestades de poeira apocalipticas nublam o ceu cruel, tornando o sol primeiro vermelho-sangue antes de torna-lo um brilho sem direcao que nao oferece nem calor nem conforto. a necessidade de absolvicao vaza das minas, e forjada nas refinarias e depois montada em orbita. a virtude da industria de asher e ainda a vergonha secreta da igreja, mencionada apenas indiretamente em sermoes proferidos por parocos particularmente espirituais.","",
89,eagle,SHIP,"os cruzadores da classe eagle sao frequentemente encontrados no centro de frotas militares que se dirigem para a batalha. nao e dificil perceber porque: com um perfil global forte e um motor robusto, o pacote de armas mortais do eagle e uma ameaca para todos os inimigos. o eagle pode desferir um forte golpe tatico nas formacoes inimigas. suas numerosas posicoes de torre e hardpoint o tornam muito perigoso para inimigos menores. uma armadura decente e um forte emissor de escudo permitem que ele mantenha espaco enquanto estiver em menor numero, ou mesmo quando confrontado com a rara nave maior. esses pontos fortes sao de certa forma combatidos por embarcacoes de ataque - um capitao aguia deve sempre observar sua mira para um esquadrao de ataque que se aproxima, ja que seu navio sera facilmente paralisado por multiplos ataques de armas de ataque modernas. a personificacao do elegante e poderoso cruzador espacial da epoca do dominio, as naves da classe eagle sao uma bela lembranca das conquistas tecnologicas e esteticas do passado da humanidade.","agil para um cruzador, o eagle e dificil de flanquear e possui um poder de fogo frontal impressionante e focado.","","",
127,mining_drone,SHIP,"robusto e desenroscado, o mining pod pode fornecer um pouco de distracao e um pouco de suporte de fogo, e nada mais. incapaz de operar longe da nave-mae.","","","",
353,planet_barad_a,CUSTOM,crosta espessa e gelada deste mundo e alimentada por criovulcoes que pontilham a superficie. esses residuos congelados sao pontuados por porticos de acionamento de massa de uma epoca em que os elementos volateis deste mundo eram extraidos em grande escala para alimentar os esforcos de terraformacao em outras partes do sistema. alguns dos equipamentos antigos foram apropriados por bandos dispersos de mineiros independentes que ganham uma vida miseravel entre as geleiras de gelo de amonia.,"","embora ainda existam evidencias de extraccao de volateis em grande escala, a superficie de garnir esta agora em grande parte abandonada, excepto para dezenas de pequenas empresas mineiras, muitas vezes assuntos familiares. perde-se a eficiencia de escala, mas a ideia e que, sem regulamentacao de seguranca ou tarifas, e possivel ter uma vida decente - se nao honesta -. este e um resultado extremamente incomum, infelizmente.","",
52,phasecl_bomber,WEAPON,"lanca cargas de proximidade de baixa velocidade com um raio de explosao impressionante. especialmente devastador contra cacas, mas tambem eficaz contra alvos blindados.","","","",
93,mule,SHIP,"mule e um cargueiro robusto e confiavel, com capacidade de combate, que construiu sua reputacao nas fronteiras pouco patrulhadas do dominio. apos o colapso, o apelo da classe mula so cresceu devido aos ciclos de caos que assolam o setor persano, elevando a necessidade de armaduras fortes e armas poderosas para comerciantes, catadores e garimpeiros que de outra forma seriam economicos. o projeto original designou oficialmente sua torre media como um 'ponto de fixacao de utilitario de mineracao com cardan', e ate mesmo os operadores de dominio do passado sabiam ler nas entrelinhas: sem escolta, a classe mule tem forca suficiente para fazer os piratas pensarem duas vezes antes de atacar. e claro que isto tambem significa que o mule se tornou o veiculo ideal para uma tripulacao civil azarada ou meramente oportunista se tornar pirata.","","","",
290,comm_relay,CUSTOM,"uma tecnologia da era do dominio usada principalmente na fronteira, esta e uma matriz de comunicacoes de hiperondas que transmite e recebe dados entre sistemas estelares em velocidades mais rapidas que a da luz. demonstrou-se que as hiperondas de pulsacao rapida adequadas para transmissao de dados ftl danificam o dna, de modo que esses reles estao sempre estacionados longe dos habitats.","","","",
384,station_chupi_orco,CUSTOM,"outrora uma maquina industrial gigante que manipulava a magnetosfera de chupi orco para puxar volateis para o espaco a partir dos pontos mais altos de um sistema de tempestade artificial, as bobinas, geradores e tanques estao agora destruidos, os habitats atravessados por lancas de energia. alguns hangares e tuneis de acesso ainda apresentam uma funcao minima de suporte a vida, perdurando lamentavelmente ate que o inevitavel vazamento de gas e a obstrucao das celulas solares deixem a estacao tao fria e morta quanto a tumba que esta.","","","",
445,,,"","","","",
522,station3_hightech,SHIP,"um enorme modelo de fortaleza estelar de alta tecnologia com escudos poderosos, blindagem aprimorada, drones de defesa da classe gargula e terriveis teletransportadores de minas de longo alcance. esta plataforma pode hospedar estaleiros, habitats, fabricas e grandes estoques de armas e suprimentos, permitindo-lhe projetar poder militar e industrial em todo o volume orbital local.","","","",
68,gravitonbeam,WEAPON,"uma arma de raio atipica que e altamente eficaz contra escudos, desestabilizando-os e aumentando o dano causado de todas as fontes. excelente alcance, mas a proporcao de dano por segundo versus armadura e abaixo da media. o nucleo desta arma e um gerador de fenda de brana que segue um feixe tracador de 500 nm. o feixe prepara o espaco-tempo local para a fenda, alem de fornecer feedback de direcionamento aos operadores manuais. uma vez aberta a fenda, os gravitons de brana superior entram em massa no espaco-tempo local e persistem por ate 100 centissegundos. os danos ao alvo sao causados pelo intenso cisalhamento gravimetrico resultante. esses gravitons de brana superior superam facilmente os campos de energia padrao.","","","",
560,eradicator,SHIP,"com um design resiliente muitas vezes esquecido pela historia, o cruzador rapido da classe eradicator apresenta poderosas nacelas de motor duplo que lhe permitem fornecer poder de fogo intransigente e uma poderosa barragem de misseis ate o ponto mais fraco da linha de batalha inimiga - ou resgatar recursos valiosos que foram encontraram-se taticamente expostos. nos longos ciclos do dominio, um acidente casual durante uma demonstracao da frota fez com que uma das nacelas do motor do erradicador fosse desligada e a outra acelerada, colocando a nave em um terrivel giro, interrompido apenas por um esforco heroico da equipe de engenharia. pior do que os ferimentos e baixas sofridas foi a classe do navio se tornando motivo de chacota de uma parte significativa da esfera hipermidia do dominio. para salvar a face, o almirantado designou discretamente todos os erradicadores para tarefas fronteiricas, longe das atencoes inconstantes dos principais comites orcamentais sectoriais. levaria uma geracao e varias operacoes dificeis de limpeza de rebelioes marginais antes que um novo modelo de classe de cruzador rapido fosse solicitado pela marinha do dominio para substituir o papel do erradicador nas frotas de batalha da linha de frente.","","","",
63,lrpdlaser,WEAPON,"arma de energia de medio alcance, eficaz na neutralizacao de ameacas de misseis e cacas. pode ser disparado por longos periodos, mas o dano e inferior. um conjunto de lentes adicional elimina particulas autodifundidas de um feixe padrao de dioxido de carbono disparado em um comprimento de onda de onze microns. o alcance estendido permite que a potencia, de outra forma baixa, tenha um impacto maior nos alvos. particularmente util na destruicao de misseis direcionados a um alvo protegido - um laser de defesa de ponto padrao geralmente nao tem alcance para se estender o suficiente alem dos escudos defensivos da nave que deveria proteger.","","","",
78,tachyonlance,WEAPON,"um feixe operado por explosao que causa uma quantidade devastadora de danos com um componente emp em cascata. os arcos emp tem chance de passar pelos escudos com base no nivel de fluxo forte do alvo. uma arma tao rara e poderosa que alcancou status mitico no setor, a lanca tachyon usa tecnologia central baseada nos principios de um prototipo experimental de sistema de comunicacao ftl, mas com uma peculiaridade. em vez de usar as propriedades hiperdimensionais da particula taquion para comunicacao, a manipulacao de n-branas e os geradores antiplasma criam um fluxo carregado de taquions que viaja no hiperespaco. os requisitos minimos de energia sao surpreendentes e esta quantidade de energia so pode ser gerada durante alguns segundos pelos maiores condensadores de potencia, que estao alojados no sistema de armas. ao contrario dos feixes disparados de armas de feixe normais, o fluxo de taquions nao e reduzido ou alterado de forma alguma - na verdade, uma vez que o marcador de taquions inicial e acionado, a reacao ganha vida propria, consumindo rapidamente a energia armazenada nos capacitores e liberando destruicao. quando o espaco normal e exposto a niveis tao elevados de antiplasma, um efeito combinado de cavitacao eletromagnetica, gravitica e termica destroi tudo o que estiver no seu caminho, ao mesmo tempo que danifica gravemente os equipamentos eletronicos proximos.","","","",
444,weapon_cache,CUSTOM,"essas capsulas de carga a deriva fornecem leituras peculiares, exclusivas dos armamentos das espaconaves.","","","",
422,mudskipper,SHIP,"mais comumente usado como balsa interplanetaria, o mudskipper tem de fato capacidade interestelar. o navio nao possui gerador de escudo embutido, portanto deve contar com sua blindagem duravel - para uma embarcacao civil - para proteger passageiros e carga. ha pouca esperanca para o mudskipper em combate, mas geralmente e equipado com uma torre voltada para tras para impedir ataques do sempre popular missil salamander. produzido pela primeira vez como classe ""pegasus"", mas devido a uma reivindicacao de marca registrada foi revertido para seu codigo de modelo na documentacao oficial. os operadores rapidamente ungiram o modelo mga-220 com o nome ""mudskipper"" e o nome. este pequeno navio resistente tem sido um pilar no transporte civil em aguas remotas durante seculos e, embora nao seja bonito, a construcao robusta simplifica a manutencao e as generosas portas do compartimento permitem grande versatilidade. ate este ponto, a imagem do mudskipper na mente do publico foi cimentada por uma sequencia holovida um tanto improvavel, apresentando um mudskipper transportando um rebanho de bovideos para uma pitoresca terraforma arida.","","","",
2,lightdualmg,WEAPON,"uma versao atualizada de cano duplo da veneravel metralhadora leve. nao e eficaz contra alvos blindados, mas tem se destacado em funcoes antimisseis e de caca desde o inicio do combate espacial humano. esta e uma montagem dupla da mesma arma de projetil quimico de fogo rapido, inerte e de baixo calibre conhecida por todos os pilotos do setor. uma excelente montagem de defesa pontual, que se destaca tanto na interdicao de misseis quanto na funcao anti-caca. a grande quantidade de energia cinetica fornecida aos sistemas de blindagem das naves inimigas a curta distancia normalmente causa sobrecarga nos emissores, uma opcao tatica frequentemente negligenciada por capitaes inexperientes.","","","",
277,displacer_degraded,SHIP_SYSTEM,teleporta a nave na direcao em que esta viajando. o sistema acumula lentamente ate duas cargas que podem ser gastas em pouco tempo.,movimento,teleporta a nave na direcao em que esta viajando. o sistema pode armazenar ate duas cargas ao mesmo tempo.,"",
510,station_derinkuyu,CUSTOM,a estacao derinkuyu foi construida apos o colapso na superestrutura dos porticos de manutencao destinados aos cargueiros da classe atlas. estes foram soldados entre si e impulsionados para fora da orbita de ancyra e depois estabilizados no cinturao de asteroides da galacia para servir de base para operacoes de mineracao. um recente lapso na ordem publica envolvendo a ?longa caminhada? do coronel governante da hegemonia fez com que o controlo fosse transferido para um conselho pouco organizado de mineiros desonestos.,"","nunca uma estacao que sobrecarregava os visitantes com boas-vindas, derinkuyu agora ostenta uma nova colcha de retalhos de placas de vedacao de emergencia do casco e cumprimenta os estrangeiros com olhares suspeitos trocados entre mineiros e a milicia munisec levemente armada.","",
218,terran,PLANET,"um mundo geologicamente estavel com uma atmosfera de nitrogenio-oxigenio, um campo magnetico e grandes quantidades de agua liquida. o eixo de rotacao cria estacoes amenas. este tipo de planeta recebeu o nome do renomado lar ancestral de todos os seres humanos na galaxia.","","","",
516,station1_hightech,SHIP,"um modelo de estacao orbital de alta tecnologia com poderosos escudos giratorios, complemento de caca e poder de fogo moderado. esta plataforma abriga estaleiros, habitats, fabricas e grandes estoques de armas e suprimentos, permitindo a projecao do poder militar e industrial em todo o volume orbital local.","","","",
484,glimmer,SHIP,"um remanescente das frotas autonomas de ia desenvolvidas pela tri-tachyon corporation. ilegal sob a lei de dominio (e hegemonia), e uma abominacao para a igreja da redencao galactica, a primeira guerra da ia viu essas criacoes serem expurgadas do setor. pelo menos e assim que as historias oficiais contam. o glimmer fornece fogo de apoio de longo alcance com seu conjunto de armas de energia, mantendo a pressao do fluxo sobre as forcas opostas.","","","",
13,railgun,WEAPON,"uma melhoria de alta tecnologia do canhao automatico, o canhao eletrico dispara projeteis precisos e de medio alcance. assim como o ac, ele e excelente para esmagar geradores de escudos inimigos. uma versao miniaturizada do canhao gauss, o canhao eletrico depende de um forte campo magnetico para disparar projeteis em altas velocidades. a precisao e o alcance sao excelentes, e a torre e capaz de girar rapidamente sem disparar. o canhao eletrico e preferido ao canhao automatico por oficiais de artilharia que possuem ampla capacidade de fluxo a sua disposicao.","","","",
265,microburn,SHIP_SYSTEM,"fornece um breve impulso ao motor, impulsionando o navio para frente a uma velocidade extrema.",movimento,"fornece um breve impulso ao motor, impulsionando o navio para frente a uma velocidade extrema.","",
286,reservewing,SHIP_SYSTEM,"implanta cacas reserva que podem lutar por um curto periodo antes de retornar ao porta-avioes, dobrando temporariamente o numero de cacas na ala.",lutador,"implanta cacas reserva que podem lutar por um curto periodo antes de retornar ao porta-avioes, dobrando temporariamente o numero de cacas na ala.","",
75,autopulse,WEAPON,"numerosos capacitores integrados estao no centro desta arma energetica extremamente eficiente, porem potente. o alto dano de explosao causado pelo gasto de cargas acumuladas e compensado pela taxa de disparo sustentada comparativamente baixa.","","","",
137,claw,SHIP,"agil e equipado com um gerador de escudo de baixo nivel, o claw e principalmente um lutador de suporte. o dano emp que ele causa incapacita temporariamente alvos mal protegidos, mas e incapaz de causar muito dano permanente por si so.","","","",
489,radiant,SHIP,"um remanescente das frotas autonomas de ia desenvolvidas pela tri-tachyon corporation. ilegal sob a lei de dominio (e hegemonia), e uma abominacao para a igreja da redencao galactica, a primeira guerra da ia viu essas criacoes serem expurgadas do setor. assim dizem as historias oficiais. o encouracado radiant era um escandaloso projeto de ceu azul criado por alguma unidade de arquitetura naval que recebeu indulgencia especial da grandiosidade inchada de um vice-presidente da tri-tach. tanto as historias oficiais como as nao oficiais existentes da primeira guerra da ia nunca mencionam que esta classe de navio foi produzida porque um skimmer de fase integrado nunca poderia ser estavel em um navio de tal tamanho. certamente explodiria em uma infinidade de dimensoes infantis curiosamente espiraladas e de curta duracao no inicio do primeiro salto. no entanto, aqui esta.","","","",
203,cancel_assignment,ACTION_TOOLTIP,"cancele a tarefa selecionada. os navios e alas de caca que atualmente realizam essa tarefa serao automaticamente reatribuidos a outras funcoes. se a selecao for um waypoint, ele tambem sera removido.",cancelar tarefa,"","",
410,stellar_shade,CUSTOM,uma matriz de sombra orbital ultraleve usada para desviar e coletar energia solar. tons estelares sao uma ferramenta comum de terraformacao e a arte de seu uso foi levada ao apogeu pela corporacao de terraformacao eridani-utopia durante a era de ouro da fase de expansao do dominio.,"","","",
358,tritachyon,FACTION,"megacorporacao mais poderosa do setor apos a queda do sistema de portas do dominio, a tri-tachyon especializou-se no desenvolvimento de ia de ponta (incluindo varios casos notaveis de violacao da proibicao do dominio sobre ia autonoma de nivel alfa+) e dispositivos exoticos de alta potencia (nave estelar motores e motores de dobra, geradores de energia, conversores de energia, campos de forca). desde o colapso, a tri-tachyon diversificou enormemente as suas operacoes e insinuou-se em todo o sector. mesmo faccoes hostis, paranoicas com backdoors conectados, sao forcadas a empregar dispositivos tri-tachyon padrao, comecando com o onipresente pda tri-tachyon. de uma certa perspectiva, as caracteristicas peculiares de automodificacao algoritmica do estatuto corporativo tri-tachyon podem ser consideradas uma forma abstrata de ia que faz uso de executivos corporativos humanos como componentes integrais, embora este seja um argumento filosofico que nunca foi resolvido satisfatoriamente em uma forma que levou a quaisquer condenacoes adicionais por violacao da proibicao de ia do dominio.","","","",
12,lightneedler,WEAPON,"dispara rajadas de pequenas flechas com alta cadencia de tiro. o volume de fogo pode sobrecarregar rapidamente os projetores do escudo, mas geralmente e ineficaz contra armaduras. uma light needler e uma arma de flecha de pequeno calibre, projetada para disparar municao sem caixa. apresenta um sistema de alimentacao impressionante que pode fornecer centenas de ""agulhas"" por segundo. nao ha necessidade de um sistema ejetor e o espaco economizado e usado para fornecer unidades de resfriamento adicionais, aumentando enormemente a cadencia de tiro. a doutrina da marinha de dominio afirma que a arma deve ser usada em escudos inimigos de longo alcance, mas em caso de emergencia, os oficiais de artilharia treinarao seus needlers em asas de caca inimigas e ameacas de misseis de longo alcance.","","","",
557,fury,SHIP,"um cruzador leve de alta tecnologia e ataque rapido, o fury foi projetado para escolher quando e onde atacar para infligir o maximo efeito ao inimigo. o sistema especializado de 'microqueimadura' de plasma embutido permite que o fury faca pequenos avancos em alta velocidade para pegar oponentes incautos desprevenidos. a classe fury e a irma mais velha da classe shrike, um produto da mesma equipe de design solicitada a cumprir requisitos ligeiramente atualizados, incluindo a resolucao do antigo problema de corrosao do casco sem, esperava-se, introduzir quaisquer novos problemas. isto foi amplamente bem sucedido (uma vez resolvido o caos de varias demissoes indignadas). rejeitado pelos tradicionalistas com poder de fogo balistico e blindagem pesada como ?apenas mais um canhao de vidro de pequeno calibre?, o fury revelou-se, no entanto, bastante perigoso nas maos de comandantes de frota de raciocinio rapido.","","","",
91,medusa,SHIP,"um navio temivel cujos motores de primeira linha proporcionam grande velocidade e capacidade de manobra para um contratorpedeiro. varios slots para armas de energia permitem uma infinidade de possibilidades taticas. o seu melhor desempenho na sua classe e acompanhado por um perfil logistico exigente que levou alguns comandantes de frota a evitar a sua utilizacao em favor de navios que possam ser utilizados com mais frequencia e de forma mais barata. o medusa e um dos contratorpedeiros mais respeitados do setor devido a sua associacao com operacoes secretas e piratas de elite, e os poucos espaciais que tripularam a bordo de um medusa podem atestar sua sofisticacao tecnologica. os projetos da classe medusa sao poucos e sao guardados de perto por seus proprietarios; os piratas adquiriram um casco da classe medusa apenas algumas vezes e os resultados foram inevitavelmente uma ameaca drastica, embora de curto prazo, as patrulhas locais e a subsequente reducao no volume de transporte intrasistema de pequeno a medio porte. tais eventos sao considerados um tremendo incomodo, principalmente devido ao aumento dos premios de seguro. muitas associacoes comerciais simplesmente pedirao que as suas frotas esperem que os piratas reduzam a prontidao de combate do seu novo brinquedo para que as autoridades locais possam resolver o problema de uma vez por todas.","","","",
446,mairaath_station1,CUSTOM,"destruidos no ataque a mairaath do ciclo 82, estes destrocos frios da antiga astropole permanecem em orbita numa nuvem de seus proprios destrocos.","","","",
59,ioncannon,WEAPON,"um canhao de energia de medio alcance que emite um pulso eletromagnetico (emp) e pode desativar rapidamente sistemas/motores inimigos. pode formar arco em modulos proximos ao ponto de impacto. o meio de ganho nao padronizado do canhao de ions projeta materia barionica altamente ionizada em um raio coerente. quando o raio de ion atinge o alvo, ele cria um campo magnetico localizado que destroi todos os tipos de eletronicos, incluindo sensores, dispositivos de ignicao de combustivel, modulos de mira, computadores, etc. a arma tambem funde certos circuitos e pode sobrecarregar levemente os geradores de escudo, assim causa uma quantidade insignificante de dano permanente. raramente e o unico tipo de arma instalado em navios.","","","",
115,brawler,SHIP,"normalmente implantada para reforcar as forcas policiais do sistema e a seguranca das autoridades portuarias, a fragata da classe brawler e um projeto robusto que troca mobilidade (e conforto) por impressionante poder de fogo, blindagem e um gerador de energia de nivel destruidor.","","","",
90,falcon,SHIP,"muitas vezes chamado de irmao mais novo do cruzador eagle, o cruzador da classe falcon sacrifica a blindagem pela velocidade, preenchendo perfeitamente o papel de cruzador leve nas frotas militares em todo o setor. a designacao ?light? nao indica uma reducao significativa no poder de fogo, tornando o falcon um recurso tatico valioso para qualquer frota. o navio e facilmente capaz de cumprir uma ampla variedade de funcoes, desde apoio proximo ate assalto, dada a configuracao adequada. os motores de topo de gama do falcon dao-lhe a capacidade de se desligar rapidamente da batalha caso as suas defesas sejam pressionadas a um ponto critico. rapidos e elegantes, os cruzadores da classe falcon sao frequentemente encontrados como elementos lideres em formacoes de frota maiores ou implantados para reforcar comboios antipirata.","este cruzador leve apresenta uma mobilidade que envergonha os navios menores, mas seu poder de fogo e um tanto deficiente. no entanto, o falcon ainda pode enfrentar navios menores devido aos seus geradores de energia de nivel cruzador e blindagem.","","",
